-0.0612606 -0.134008
-0.0182695 -0.0745596
-0.172409 -0.336014
-0.453039 -0.76038
-0.415214 -0.722353
-0.251294 -0.477302
-0.0126707 -0.125361
-0.520409 -0.91637
-0.395358 -0.734203
-0.214373 -0.463814
-0.474734 -0.87636
-0.278604 -0.667419
-0.39334 -0.865575
-0.41019 -0.894818
-0.35296 -0.809145
-0.166085 -0.493675
0.0188663 -0.249219
-0.254194 -0.762385
-0.253486 -0.761693
-0.323083 -0.912387
-0.0718401 -0.451234
-0.195247 -0.699058
-0.223775 -0.846306
-0.104359 -0.61811
0.0708674 -0.275846
-0.132218 -0.767402
-0.207233 -0.941876
-0.141776 -0.798372
0.0536132 -0.369577
-0.0154436 -0.54836
0.0795672 -0.343381
0.0489344 -0.481852
-0.00597027 -0.67839
-0.0582226 -0.824944
-0.0879106 -0.908504
-0.115629 -0.990153
-0.0776745 -0.938169
0.137091 -0.413943
-0.0309162 -0.930978
0.046101 -0.725814
0.0448525 -0.775635
0.0357106 -0.923936
0.0628973 -0.898652
0.128542 -0.714941
0.136263 -0.695099
0.153874 -0.649782
0.0849984 -0.995596
0.154208 -0.787924
0.151718 -0.86152
0.138031 -0.987292
0.214103 -0.85601
0.218051 -0.838872
0.306832 -0.563802
0.291167 -0.745236
0.293163 -0.893432
0.369166 -0.802841
0.400867 -0.67991
0.393709 -0.853497
0.379862 -0.985823
0.427956 -0.895566
0.448225 -0.755851
0.444939 -0.83333
0.457859 -0.763683
0.472422 -0.9225
0.532762 -0.805597
0.529958 -0.959079
0.547116 -0.931698
0.55293 -0.928929
