-59.963495 -3.107272
-59.941129 -3.122470
-59.975596 -3.134267
-59.940312 -3.129766
-59.977537 -3.083593
-59.970442 -3.109629
-59.958660 -3.122203
-59.949317 -3.124904
-59.958816 -3.104909
-59.942586 -3.114195
-59.949439 -3.124031
-59.983938 -3.122003
-59.941184 -3.086237
-59.953371 -3.088080
-59.961682 -3.127137
-59.956347 -3.110163
-59.954570 -3.134279
-59.990484 -3.106577
-59.958281 -3.083266
-59.944798 -3.083897
-59.971464 -3.088919
-59.989060 -3.124341
-59.971182 -3.083225
-59.966072 -3.091478
-59.983611 -3.083098
-59.985067 -3.117760
-59.961701 -3.086151
-59.950326 -3.122106
-59.988124 -3.111986
-59.961060 -3.112798
-59.944899 -3.102907
-59.959124 -3.126509
-59.955024 -3.108570
-59.969775 -3.102708
-59.964543 -3.122406
-59.989263 -3.123674
-59.969953 -3.089108
-59.950272 -3.131424
-59.944839 -3.094235
-59.955272 -3.125446
-59.965144 -3.081551
-59.945640 -3.093440
-59.937483 -3.079945
-59.969869 -3.105067
-59.939803 -3.078707
-59.959553 -3.084030
-59.988477 -3.093803
-59.980312 -3.127778
-59.952424 -3.096602
-59.940945 -3.103188

