5.06721 3.94673
4.75607 2.82636
6.36858 2.84962
5.06654 6.48967
5.92506 5.4014
9.24935 5.74344
7.04193 6.56682
4.74432 4.32637
3.62569 7.61684
3.12832 -0.344732
3.45452 3.95687
0.969424 5.10074
3.21075 4.97367
4.63064 3.64109
4.85252 6.71649
5.75382 3.50146
7.80461 6.6118
4.32954 6.34514
7.42305 5.09296
4.42977 7.30174
2.37145 4.73784
4.05808 5.14454
8.34653 4.97951
4.18878 4.36949
3.78608 1.80735
3.02376 6.59428
7.2094 2.34886
3.0565 8.13914
5.31748 4.67619
7.83635 1.01272
6.13591 4.97171
6.0312 2.60491
7.23349 6.11466
2.12856 4.77195
6.88201 4.56232
4.16419 2.90335
4.73031 2.79811
6.49222 4.83511
5.1917 4.86651
5.03769 7.28348
4.6843 7.65538
7.20432 5.90114
5.26522 5.11802
5.25383 1.29513
6.98121 4.54768
6.86014 6.98181
3.51619 5.08527
9.00956 4.75648
6.55163 -0.713146
7.69063 4.47114
4.01064 4.17605
3.83962 8.20621
6.83026 5.98233
2.51757 6.12288
6.10409 4.72573
3.14908 3.02207
3.5914 6.8355
4.23323 7.40688
4.28518 4.32518
4.10112 4.45207
7.39552 6.09481
6.39499 7.64446
1.68957 6.79415
5.14038 2.94415
8.31396 6.43649
5.31539 4.7038
1.26684 6.15318
9.94103 6.60076
1.09474 2.91901
0.732875 2.97867
4.68952 4.46788
7.34807 6.81015
9.07787 4.00007
2.854 5.64845
5.62065 0.749904
4.69132 7.39959
8.14081 4.20938
7.11253 6.62836
5.49399 5.80764
5.01643 4.56095
2.06007 5.45544
7.89116 6.75223
3.3436 2.1588
3.7026 4.37838
4.00791 3.33953
9.49329 0.0105453
5.50821 4.46741
1.38609 6.66489
4.97841 4.01829
5.51174 8.3718
4.6301 4.55205
3.10368 5.57855
4.00983 1.84638
5.48954 5.74744
8.96361 3.84689
5.46508 2.12448
4.47188 2.48685
6.78694 5.99611
3.49053 6.62784
6.51278 6.63333
4.76147 5.09346
6.29635 2.63589
2.38923 3.73991
4.37832 4.38959
5.80783 5.29135
4.70008 5.07531
4.79806 5.10039
3.50956 5.06575
3.55789 6.06758
4.45857 3.37364
6.60188 1.39522
6.59781 7.0653
4.63578 6.14943
1.84476 4.45385
1.64529 3.74863
5.28885 2.01438
5.83585 6.43668
3.46556 0.531406
2.91821 6.09475
1.73139 7.27186
7.5352 5.07324
7.2432 2.09621
1.96281 5.20977
5.51881 3.96719
3.56132 2.18232
4.6432 1.87214
5.16572 4.15253
5.86061 0.984857
5.8546 4.82352
6.18395 5.38246
5.59323 7.56996
3.58206 4.45039
7.39847 7.1092
3.9072 2.8161
4.24326 4.02319
4.23387 5.13913
4.75807 5.15016
4.75163 6.51945
5.71054 7.31578
2.51177 5.14211
7.10278 9.97539
6.15094 8.94499
6.57402 8.69336
5.22672 -0.849349
5.04773 3.98684
9.29781 7.00479
4.84754 8.11395
4.74318 8.84724
2.96597 6.91653
5.49501 1.42987
6.04647 2.15937
5.6339 4.57203
6.06928 5.37164
5.74634 3.61014
7.44092 3.52739
6.58567 1.33301
7.81104 4.92478
4.56767 4.5804
2.58943 1.20646
3.9833 5.34971
1.43243 5.35571
7.54027 5.70746
5.23904 6.31659
4.66514 5.41072
4.28015 5.36895
8.51867 3.32411
6.14081 6.32584
4.9344 6.92259
8.00057 3.04019
4.91416 3.37539
2.85346 7.82667
4.84254 -2.41062
4.66696 3.47785
5.662 2.34345
1.39245 7.34508
2.84398 5.61469
4.10205 7.28165
9.37338 4.39632
3.89665 7.31815
3.21054 4.16502
2.52062 7.23258
6.47345 5.35801
1.54693 5.24202
5.85861 7.12803
2.59715 4.70706
7.17809 6.22593
3.01207 2.65793
3.12291 6.53438
3.68566 4.60941
1.16449 8.27763
3.11845 2.26689
3.04263 9.73798
7.05932 5.54245
5.21107 2.20683
6.56132 6.01806
7.4532 7.7424
1.03337 5.78348
1.59316 4.12088
5.87199 0.948287
2.07487 6.11818
